index,question,classification,intent,sentence_length,num_arabic_stopwords,repeated_words,num_special_chars,num_repeated_words
6748,قوة شفط مكنسة دايسون v15 detect,simple,product_specifications,8,2,{},1,0
6749,يمكنكم تزويدي بمعلومات حول سعة البطارية ودقة الشاشة ومقاومة الماء والغبار لساعة سامسونج جالكسي واتش 6 كلاسيك,complex,product_specifications,18,1,{},1,0
6750,سعة تخزين جهاز الألعاب نينتندو سويتش oled,simple,product_specifications,9,2,{},1,0
6751,يمكنكم إعطائي معلومات حول سعة البطارية ونوع الشاحن وميزات إلغاء الضوضاء لسماعات سوني wh1000xm5,complex,product_specifications,15,1,{},2,0
6752,يمكنني إلغاء اشتراك البريد الإلكتروني,simple,others,6,1,{},1,0
6753,أرغب معرفة كيفية تقديم طلب للحصول وظيفة متجركم وهل قسم خاص بالتوظيف يمكنني التواصل معه,complex,others,19,4,{'في': 2},2,1
6754,شروط الاستخدام,simple,others,4,2,{},1,0
6755,توفرون خدمة استبدال البطاريات للهواتف الذكية القديمة تكلفة الخدمة لهاتف آيفون 12 برو,complex,others,17,4,{},2,0
6756,لديكم خدمة عملاء مدار 24 ساعة,simple,others,8,2,{},1,0
6757,أرغب معرفة المزيد خدمات الصيانة المتاحة للابتوبات ماركة ديل وهل تشمل استبدال الشاشات التالفة,complex,others,17,3,{},2,0
6758,يمكنني الحصول فاتورة ضريبية لطلبي الأخير يتضمن غسالة سامسونج الخطوات لطلبها,complex,others,16,5,{},2,0
6759,يمكنني تغيير معلومات حسابي,simple,others,5,1,{},1,0
6760,أرغب معرفة كيفية إلغاء عضويتي برنامج الولاء الخاص بمتجركم وهل سأفقد النقاط المتبقية الإلغاء,complex,others,17,3,{'في': 2},2,1
6761,لديكم خدمة تركيب مجانية للأجهزة المنزلية,simple,others,7,1,{},1,0
6762,يمكنني حجز موعد لصيانة هاتف آيفون 14 برو ماكس فروعكم المستندات المطلوبة لذلك,complex,others,18,5,{},2,0
6763,سياسة الكوكيز,simple,others,4,2,{},1,0
6764,طالب جامعي وأرغب الحصول خصم طلابي لابتوب ماك بوك إير توفرون الخصومات الشروط,complex,others,22,9,{'على': 2},3,1
6765,يمكنني استخدام كوبون خصم الطلب,simple,others,10,5,{},1,0
6766,أرغب تقديم شكوى بخصوص سوء معاملة موظفي خدمة العملاء فهل يوجد بريد إلكتروني مخصص لشكاوى,complex,others,19,3,{},2,0
6767,يمكنني استعادة حسابي حذفه,simple,others,6,2,{},1,0
6768,لديكم عروض للشركات شراء كميات كبيرة أجهزة الكمبيوتر المحمولة الهواتف الذكية,complex,others,16,5,{},1,0
6769,ممكن تعرض لابتوبات لينوفو,simple,search_product,5,1,{},1,0
6770,أريد شراء فستان سهرة أحمر,simple,search_product,5,0,{},1,0
6771,عندكم أحذية رياضية نايك مقاس 43,simple,search_product,6,0,{},1,0
6772,وريني ألعاب بلايستيشن 5 جديدة,simple,search_product,5,0,{},1,0
6773,بدور تليفون سامسونج جالاكسي a54 يكون سعره كويس,complex,search_product,10,2,{},1,0
6774,ودي أشوف لابتوب ديل xps يكون خفيف ومناسب للسفر,complex,search_product,9,0,{},1,0
6775,أحتاج غسالة ملابس ومجففة بوش ياريت تكون موفرة للطاقة,complex,search_product,11,2,{},2,0
6776,يوجد لديكم سماعات رأس لاسلكية سوني بوز,complex,search_product,10,3,{},1,0
6777,أبحث حذاء كاجوال جلد بني رجالي بمقاس 40,complex,search_product,9,1,{},1,0
6778,عرض تليفونات هواوي الفئة المتوسطة,simple,search_product,6,1,{},1,0
6779,أرغب شراء طاولة قهوة الخشب,simple,search_product,7,2,{},1,0
6780,يتوفر لديكم قمصان بولو رجالية بمقاس l,simple,search_product,8,1,{},1,0
6781,أريد البحث ساعات ذكية سامسونج,simple,search_product,7,2,{},1,0
6782,أحدث ألعاب نينتندو سويتش المتوفرة,simple,search_product,7,2,{},1,0
6783,عايز أشتري تليفزيون سمارت 65 بوصة إل جي سامسونج ويكون خاصية 4k,complex,search_product,16,4,{},1,0
6784,أشوف لابتوب ماك بوك إير يكون آخر موديل ناحية الأداء كويس للدراسة,complex,search_product,14,2,{},2,0
6785,تبيعون كاميرات مراقبة منزلية خارجية مقاومة للماء,complex,search_product,8,1,{},1,0
6786,أبحث حقيبة ظهر نسائية جلدية بلون أسود وبتصميم أنيق,complex,search_product,10,1,{},1,0
6787,ممكن تساعدني ألاقي جزمة رسمية رجالية جلد طبيعي باللون الأسود مقاس 41,complex,search_product,12,0,{},1,0
6788,سعر هاتف سامسونج جالكسي s24 ألترا,simple,ask_price,7,1,{},1,0
6789,قميص رجالي زارا,simple,ask_price,5,2,{},1,0
6790,سعر حذاء أديداس الجديد كام,simple,ask_price,5,0,{},1,0
6791,سعر لعبة فيفا 24 للبلايستيشن,simple,ask_price,6,1,{},1,0
6792,عايز أعرف سعر الغسالة الأوتوماتيكية إل جي 7 كيلو وهل خصم عليها,complex,ask_price,14,2,{},2,0
6793,يكلف هاتف شاومي ريدمي نوت 13 برو وهل يشمل الضريبة,complex,ask_price,11,1,{},2,0
6794,سعر ساعة أبل ووتش ألترا 2 وهل عروض عليها حاليا,complex,ask_price,13,3,{},3,0
6795,تبيعون اللابتوب إتش موديل بافيليون 15,simple,ask_price,10,3,{},2,0
6796,أرغب معرفة سعر مكيف الهواء سبليت 2 طن سامسونج,complex,ask_price,11,2,{},1,0
6797,سعر سماعات جيه إل بلوتوث كام,simple,ask_price,7,1,{},1,0
6798,سعر هاتف جوجل بيكسل 8 برو,simple,ask_price,8,2,{},1,0
6799,يكلف فستان الزفاف الأبيض الموجود قسم الفساتين الجديدة,complex,ask_price,10,2,{},1,0
6800,تبيعون حذاء رياضي بوما مقاس 45,simple,ask_price,8,2,{},1,0
6801,أبي أعرف سعر لعبة ريد ديد ريدمبشن 2,simple,ask_price,8,0,{},1,0
6802,سعر الثلاجة سامسونج بابين وهل تخفيضات حاليا,complex,ask_price,9,2,{},3,0
6803,سمحت سعر جهاز بلايستيشن 5 يد تحكم إضافية,complex,ask_price,12,4,{},2,0
6804,سعر نظارات الواقع الافتراضي ميتا كويست 3,simple,ask_price,8,1,{},1,0
6805,أرغب معرفة سعر لابتوب أيسر نيترو 5 وهل يتوفر باللون الأسود,complex,ask_price,12,1,{},2,0
6806,تيشيرت نايك الأبيض مقاس m,simple,ask_price,6,1,{},1,0
6807,أريد مقارنة هاتف آيفون 15 برو وسامسونج جالكسي s24,simple,compare_products,10,1,{},1,0
6808,الفروقات لابتوب ديل xps 13 ولابتوب ماك بوك إير m3,complex,compare_products,13,3,{},1,0
6809,قارن غسالة إل جي وغسالة سامسونج استهلاك الكهرباء,complex,compare_products,12,4,{},1,0
6810,أرغب مقارنة حذاء أديداس الترا بوست وحذاء نايك إير ماكس,simple,compare_products,12,2,{},1,0
6811,الفرق لعبة فيفا 24 ولعبة فوتبول بيس,simple,compare_products,10,3,{},1,0
6812,عايز أقارن تليفون شاومي ريدمي نوت 12 وتليفون ريلمي c55 الكاميرا والبطارية,complex,compare_products,15,3,{},2,0
6813,يمكنك مقارنة سماعات سوني wh1000xm5 وسماعات بوز quietcomfort ultra,complex,compare_products,11,2,{},2,0
6814,مقارنة ثلاجة ويرلبول وثلاجة بيكو ناحية السعة والتصميم,complex,compare_products,10,2,{},2,0
6815,أريد مقارنة أسعار ومواصفات لابتوبات الألعاب msi asus,complex,compare_products,10,2,{},1,0
6816,قارن ساعات أبل ووتش 9 وساعات سامسونج جالكسي 6,simple,compare_products,12,2,{'ووتش': 2},1,1
6817,الفرق تيشيرت قطن وتيشيرت بوليستر,simple,compare_products,7,2,{},1,0
6818,أشتري هاتف سامسونج a55 شاومي ريدمي نوت 13,simple,compare_products,10,2,{},1,0
6819,أبي أعرف وش أفضل حذاء رياضي نيو بالانس سكيتشرز,simple,compare_products,11,2,{},2,0
6820,قارن أجهزة التلفاز الذكية سوني وإل جي جودة الصورة,complex,compare_products,13,4,{},2,0
6821,مميزات وعيوب جهاز بلايستيشن 5 وإكس بوكس سيريس إكس,complex,compare_products,11,2,{},1,0
6822,أريد مقارنة كاميرات ونيكون الاحترافية,simple,compare_products,7,2,{},1,0
6823,هاتف أندرويد وهاتف آيفون أيهما أفضل للاستخدام اليومي,simple,compare_products,9,1,{},2,0
6824,قارن لاب توب ديل إنسبايرون ولاب إتش بافيليون الأداء والسعر,complex,compare_products,16,5,{'توب': 2},1,1
6825,الفروقات الرئيسية موديلات الثلاجات الباب الواحد والبابين,complex,compare_products,11,4,{},1,0
6826,أيهما أفضل لشراء لعبة قرص مادي تحميل رقمي,simple,compare_products,9,1,{},2,0
6827,سيصل الطلب رقم 67890,simple,ask_about_order,5,1,{},1,0
6828,أريد تتبع شحنة الطلب رقم 112233,simple,ask_about_order,6,0,{},1,0
6829,تم شحن طلبي برقم or4567,simple,ask_about_order,6,1,{},1,0
6830,عايز أعرف تفاصيل طلبي اللي عملته امبارح برقم 54321 وهل ممكن أغير عنوان الشحن,complex,ask_about_order,15,1,{},2,0
6831,لقد قمت بطلب هاتف آيفون برقم 78901 أتوقع استلامه بالضبط,complex,ask_about_order,11,1,{},2,0
6832,أبي أستفسر طلبي برقم ab12345 ليش تأخر وصلني للحين,complex,ask_about_order,11,2,{},2,0
6833,تم تأكيد طلبي رقم 223344 بنجاح,simple,ask_about_order,7,1,{},1,0
6834,أرغب إلغاء طلبي يتضمن لاب توب ديل ورقم الطلب po9876,complex,ask_about_order,13,3,{},1,0
6835,تم شحن طلبي رقم 334455,simple,ask_about_order,6,1,{},1,0
6836,طلبت تيشيرت مقاس m يومين ممكن أعرف رقمه وحالته,complex,ask_about_order,11,2,{},2,0
6837,يمكنني تعديل الكمية طلبي رقم 556677,simple,ask_about_order,8,2,{},1,0
6838,محتويات طلبي رقم 889900,simple,ask_about_order,6,2,{},1,0
6839,أريد معرفة تاريخ تسليم طلبي يتضمن حذاء رياضي برقم trn123,complex,ask_about_order,11,1,{},1,0
6840,طلبي برقم ord789 الطريق يزال المستودع,complex,ask_about_order,12,6,{'في': 2},2,1
6841,انتظار طلبية غسالة برقم wsh456 تحديثات موعد التسليم,complex,ask_about_order,14,6,{},2,0
6842,سيتم استرداد مبلغ طلبي رقم 101010 الإلغاء,complex,ask_about_order,9,2,{},1,0
6843,يمكنني تغيير طريقة الدفع لطلبي رقم 202020,simple,ask_about_order,8,1,{},1,0
6844,أبي أعرف ليه طلبي اللي لعبة بلايستيشن برقم gam321 وصلني,complex,ask_about_order,12,2,{},1,0
6845,مدة الشحن المتوقعة للابتوب ديل,simple,ask_shipping,7,2,{},1,0
6846,الشحن مجاني فستان السهرة,simple,ask_shipping,7,2,{},1,0
6847,يوم يستغرق شحن حذاء رياضي جدة,simple,ask_shipping,8,2,{},1,0
6848,خيارات الشحن المتاحة للعبة بلايستيشن,simple,ask_shipping,7,2,{},1,0
6849,عايز أعرف تكلفة الشحن السريع للثلاجة سامسونج لمنزلي القاهرة,complex,ask_shipping,12,3,{},1,0
6850,يمكن شحن هاتف آيفون 15 الإمارات الرسوم,complex,ask_shipping,11,4,{},2,0
6851,أبي أعرف شحن دولي لسماعات بوز وكم المدة,complex,ask_shipping,11,3,{},2,0
6852,سياسة الشحن الخاصة,simple,ask_shipping,6,2,{},1,0
6853,توفرون خدمة الشحن اليوم للابتوب ماك بوك برو,complex,ask_shipping,11,3,{},1,0
6854,يشمل سعر المنتج رسوم الشحن,simple,ask_shipping,6,1,{},1,0
6855,يوجد توصيل للمناطق النائية السعودية لغسالة ملابس,complex,ask_shipping,9,2,{},1,0
6856,أريد معرفة شركات الشحن تتعاملون معها,simple,ask_shipping,7,1,{},1,0
6857,يوجد شحن مجاني اشتريت قميص,complex,ask_shipping,9,4,{},1,0
6858,يستغرق وصول حذاء رياضي أديداس منزلي الدمام,complex,ask_shipping,11,4,{},1,0
6859,مدة شحن لعبة بلايستيشن 5 الإسكندرية,simple,ask_shipping,8,2,{},1,0
6860,تقدمون خيارات شحن مستعجلة للابتوب لينوفو,simple,ask_shipping,7,1,{},1,0
6861,عايز أسأل الشحن الدولي للبطانية الكهربائية دي,complex,ask_shipping,9,2,{},1,0
6862,يمكن تتبع الشحنة الدولية لهاتف شاومي,simple,ask_shipping,7,1,{},1,0
6863,سياسة الاسترجاع للمنتجات,simple,ask_return,5,2,{},1,0
6864,يمكنني إرجاع هاتف سامسونج فتحه,simple,ask_return,7,2,{},1,0
6865,مدة صلاحية الاسترجاع للابتوب,simple,ask_return,5,1,{},1,0
6866,أرغب استبدال قميص بمقاس أكبر ممكن,simple,ask_return,9,3,{},2,0
6867,يمكنني استرجاع حذاء رياضي يكن مناسبا,simple,ask_return,9,3,{},2,0
6868,عايز أرجع الثلاجة اللي اشتريتها الأسبوع فات شروط معينة للإرجاع,complex,ask_return,14,3,{'اللي': 2},2,1
6869,اشتريت هاتف آيفون 15 ووجدت عيب مصنعي يحق الاستبدال الاسترجاع,complex,ask_return,14,4,{},2,0
6870,أبي أرجع لعبة البلايستيشن اللي شريتها عجبتني يمديني,complex,ask_return,11,2,{},3,0
6871,أتحمل تكلفة شحن الإرجاع للابتوب أيسر,complex,ask_return,7,1,{},1,0
6872,إجراءات استرجاع سماعة رأس بوز,simple,ask_return,8,3,{},1,0
6873,يمكنني استرجاع الملابس الداخلية,simple,ask_return,5,1,{},1,0
6874,لقد وصلني حذاء رياضي بمقاس خاطئ أسترجعه وأطلب المقاس الصحيح,complex,ask_return,11,1,{},2,0
6875,يمكنني استرجاع جهاز تكييف يتم تركيبه,complex,ask_return,10,3,{},1,0
6876,آخر موعد لتقديم طلب استرجاع لهاتف شاومي,simple,ask_return,9,2,{},1,0
6877,يشمل الاسترجاع استرداد رسوم الشحن الأصلية,simple,ask_return,7,1,{},1,0
6878,أرغب استرجاع لعبة إكس بوكس لأنها تعمل,simple,ask_return,9,2,{},1,0
6879,فقدت فاتورة الشراء لابتوب لينوفو يمكنني استرجاعه,complex,ask_return,10,3,{},2,0
6880,عايز أغير اللون بتاع الفستان اللي جبته مش أرجعه خالص ممكن استبدال,complex,ask_return,16,2,{'عايز': 2},3,1
6881,رسوم لإعادة المنتج حال عدم الرغبة,simple,ask_return,10,3,{},1,0
6882,يمكنني بدء عملية استرجاع لساعة ذكية هواوي,simple,ask_return,9,2,{},1,0
6883,مدة الضمان هاتف آيفون,simple,ask_warranty,7,3,{},1,0
6884,لابتوب ديل يأتي ضمان دولي,simple,ask_warranty,7,2,{},1,0
6885,يغطي ضمان الغسالة إل جي,simple,ask_warranty,6,1,{},1,0
6886,ضمان الأحذية الرياضية,simple,ask_warranty,6,3,{},1,0
6887,فترة الضمان جهاز بلايستيشن 5,simple,ask_warranty,7,2,{},1,0
6888,عايز أعرف شروط ضمان شاشة التلفزيون سامسونج وهل يشمل الكسور,complex,ask_warranty,11,1,{},2,0
6889,الضمان هاتف شاومي ريدمي نوت 13 يشمل سوء الاستخدام,complex,ask_warranty,11,2,{},1,0
6890,أبي أعرف ضمان سماعات الأذن اللاسلكية سوني وهل شامل,complex,ask_warranty,15,6,{},2,0
6891,مراكز خدمة الضمان المعتمدة للابتوبات لينوفو,simple,ask_warranty,8,2,{},1,0
6892,مدة ضمان الثلاجة بوش,simple,ask_warranty,5,1,{},1,0
6893,يوجد ضمان إضافي يمكن شراؤه لهاتف سامسونج جالكسي s24,complex,ask_warranty,10,1,{},1,0
6894,أرغب معرفة تفاصيل الضمان الساعة الذكية هواوي ووتش جي 4,complex,ask_warranty,13,3,{},1,0
6895,الضمان أجهزة الألعاب يغطي الأعطال الناتجة ارتفاع درجة الحرارة,complex,ask_warranty,12,3,{},1,0
6896,فترة الضمان الملابس والأحذية,simple,ask_warranty,7,3,{},1,0
6897,الضمان لابتوب إتش ساري المفعول بلد آخر,simple,ask_warranty,11,4,{},1,0
6898,أجد سياسة الضمان الكاملة للمنتجات,simple,ask_warranty,6,1,{},1,0
6899,عندي مشكلة التكييف إل جي لسه الضمان,complex,ask_warranty,11,4,{},2,0
6900,الضمان يغطي تلف الشاشة لهاتف اوبو,simple,ask_warranty,7,1,{},1,0
6901,سنة ضمان المكنسة الكهربائية فيليبس,simple,ask_warranty,8,3,{},1,0
6902,هاتف آيفون 15 برو ماكس متوفر حاليا,simple,product_availability,8,1,{},2,0
6903,سيتوفر لابتوب ديل xps 15 مرة أخرى,simple,product_availability,8,1,{},1,0
6904,يوجد مقاس l القميص الأزرق,simple,product_availability,8,3,{},1,0
6905,حذاء نايك أير فورس 1 متوفر بلون أبيض ومقاس 42,complex,product_availability,11,1,{},1,0
6906,لعبة ليجند أوف زيلدا تيرز كينغدوم متوفرة لجهاز نينتندو سويتش,simple,product_availability,14,3,"{'ذا': 2, 'أوف': 2}",2,2
6907,عايز أعرف كانت الثلاجة سامسونج دي متوفرة عندكم المخزن دلوقتي,complex,product_availability,13,3,{},1,0
6908,وحدات متبقية هاتف سامسونج جالكسي s24 ألترا,simple,product_availability,11,4,{},1,0
6909,أبي أعرف بيتوفر لابتوب ماك بوك برو 16 بوصة الجديد,simple,product_availability,11,1,{},1,0
6910,السماعات اللاسلكية جيه إل متوفرة باللون الأسود,simple,product_availability,10,3,{},1,0
6911,يمكنني طلب الموديل غسالة الأطباق بوش,simple,product_availability,10,4,{'من': 2},1,1
6912,يوجد مقاس 44 حذاء الجلد البني الرجالي,simple,product_availability,9,2,{},1,0
6913,هاتف أوبو رينو 11 متوفر الألوان,complex,product_availability,9,3,{},1,0
6914,أبحث تيشيرت رياضي أديداس مقاس m متوفر,complex,product_availability,13,5,{},2,0
6915,ستصل الشحنة الجديدة ألعاب بلايستيشن 5,simple,product_availability,8,2,{},1,0
6916,مكنسة هوفر متوفرة للشراء الفوري,simple,product_availability,6,1,{},1,0
6917,العقد الذهبي متوفر أحجام مختلفة,complex,product_availability,8,3,{},1,0
6918,يمكنني حجز هاتف شاومي ريدمي نوت 14 توفره,complex,product_availability,10,2,{},1,0
6919,يوجد مقاسات صغيرة فساتين السهرة,simple,product_availability,7,2,{},1,0
6920,عايز أسال لابتوبات ألعاب أسوس متوفرة حاليا بعروض,complex,product_availability,14,6,{},2,0
6921,سيتم تجديد المخزون حذاء بوما الرياضي الأسود مقاس 43,complex,product_availability,11,2,{},1,0
6922,مواصفات هاتف سامسونج جالكسي s24 ألترا,simple,product_specifications,8,2,{},1,0
6923,حجم الرام لابتوب ماك بوك برو m3,simple,product_specifications,9,2,{},1,0
6924,قميص تومي هيلفيغر مصنوع القطن,simple,product_specifications,8,3,{},1,0
6925,مادة صنع حذاء أديداس الترا بوست,simple,product_specifications,8,2,{},1,0
6926,دقة شاشة تلفزيون إل جي 55 بوصة,simple,product_specifications,8,1,{},1,0
6927,عايز أعرف حاجة كاميرا هاتف آيفون 15 برو ماكس والبطارية بتاعته كام مللي أمبير,complex,product_specifications,17,3,{},2,0
6928,سعة تخزين لابتوب لينوفو ليجن 5 وهل يدعم ترقية الرام,complex,product_specifications,12,2,{},2,0
6929,أبي أعرف مواصفات شاشة الساعات الذكية سامسونج وهل amoled,complex,product_specifications,11,2,{},2,0
6930,قوة محرك غسالة الصحون بوش,simple,product_specifications,6,1,{},1,0
6931,لعبة سايبر بانك 2077 تدعم اللغة العربية بلايستيشن 5,complex,product_specifications,11,2,{},1,0
6932,المعالج المستخدم هاتف شاومي 13t,simple,product_specifications,8,3,{},1,0
6933,وزن لابتوب إتش سبيكتر x360,simple,product_specifications,7,2,{},1,0
6934,الفستان مصنوع الحرير الطبيعي الصناعي,simple,product_specifications,9,4,{},1,0
6935,مميزات كاميرا هاتف جوجل بيكسل 8,simple,product_specifications,8,2,{},1,0
6936,درجة مقاومة الماء لحذاء نايك الرياضي,simple,product_specifications,8,2,{},1,0
6937,أريد معرفة حجم وعمق ثلاجة إل جي بابين,complex,product_specifications,8,0,{},1,0
6938,يدعم لابتوب أيسر نيترو 5 تقنية تتبع الأشعة الألعاب,complex,product_specifications,11,2,{},1,0
6939,أبعاد ساعة أبل ووتش ألترا 2,simple,product_specifications,8,2,{},1,0
6940,تفاصيل المعالج والبطارية هاتف ريلمي 11 برو,complex,product_specifications,10,3,{},1,0
6941,لعبة فورتنايت متوفرة جهاز نينتندو سويتش وبأي جودة رسومات,complex,product_specifications,11,2,{},1,0
6942,يوجد لديكم كروت هدايا,simple,others,5,1,{},1,0
6943,عايز أسأل كيفية التسجيل الموقع وهل خصومات للمسجلين الجدد,complex,others,14,5,{},1,0
6944,يمكنني دفع قيمة هاتف سامسونج بالتقسيط الشروط,complex,others,10,3,{},2,0
6945,أبي أعرف وش سياسة الخصوصية للموقع,simple,others,7,1,{},1,0
6946,تبيعون قطع غيار للابتوبات ديل,simple,others,6,1,{},1,0
6947,عندي اقتراح لتحسين تجربة التسوق الموقع,simple,others,8,2,{},1,0
6948,يمكنني الحصول فاتورة ضريبية لعملية الشراء,simple,others,8,2,{},1,0
6949,طرق التواصل معكم حال وجود مشكلة,simple,others,9,3,{},1,0
6950,تقدمون خدمات صيانة لأجهزة المنزل الغسالات والثلاجات,complex,others,9,2,{},1,0
6951,عايز أعرف ساعات العمل بتاعت المحل أيام الإجازات الرسمية,complex,others,11,2,{},1,0
6952,يمكنني الدفع نقدا الاستلام لطلب هاتف آيفون,complex,others,9,2,{},2,0
6953,أجد معلومات الشركاء والبرامج التابعة,simple,others,8,2,{},1,0
6954,يمكنني الاشتراك قائمة التنبيهات توفر منتج معين,simple,others,10,3,{},1,0
6955,آخر العروض والتخفيضات المتوفرة لديكم,simple,others,7,2,{},1,0
6956,أريد رؤية اللابتوبات المتوفرة,simple,search_product,4,0,{},1,0
6957,لديكم فساتين سهرة,simple,search_product,4,1,{},1,0
6958,أدور أحذية رياضية,simple,search_product,4,1,{},1,0
6959,بشوف الأجهزة المنزلية المتوفرة,simple,search_product,4,0,{},1,0
6960,وريني ألعاب بلايستيشن 5,simple,search_product,4,0,{},1,0
6961,أحتاج إكسسوارات للهاتف,simple,search_product,3,0,{},1,0
6962,عندكم ثلاجات إل جي,simple,search_product,5,1,{},1,0
6963,أبحث ساعات أبل الذكية,simple,search_product,5,1,{},1,0
6964,أريد البحث هاتف آيفون 15 برو ماكس باللون الأزرق سعة 256 جيجا,complex,search_product,13,1,{},1,0
6965,يمكنني العثور لابتوب ديل xps 15 بشاشة لمس ومعالج i7,complex,search_product,12,2,{},1,0
6966,أحتاج فستان سهرة طويل بلون أحمر ومقاس m مناسب للمناسبات الرسمية,complex,search_product,11,0,{},1,0
6967,بدي حذاء رياضي نايكي أسود مقاس 42 رجالي خاص بالجري,complex,search_product,10,0,{},1,0
6968,لديكم غسالة ملابس سامسونج تحميل أمامي بسعة 9 كيلو بخاصية البخار لتنظيف عميق,complex,search_product,14,1,{},1,0
6969,أرغب سماعة ألعاب احترافية hyperx متوافقة بلايستيشن 5 وتدعم الصوت المحيطي,complex,search_product,14,3,{},1,0
6970,أبحث شاحن متنقل أنكر بسعة 20000 مللي أمبير ويدعم الشحن السريع لأكثر جهاز,complex,search_product,16,3,{'من': 2},1,1
6971,يمكنني العثور بنطلون جينز رجالي أسود بقصة ضيقة ومقاس 32 ليفايز,complex,search_product,14,3,{},1,0
6972,أبغى مكيف سبلت كاريير بقوة 24 وحدة بارد فقط توفير للطاقة,complex,search_product,14,3,{},1,0
6973,أبحث كاميرا ويب لوجيتك c920 عالية الدقة 4k لمكالمات الفيديو الاحترافية,complex,search_product,12,1,{},1,0
6974,سعر هاتف سامسونج جالكسي s24 الترا,simple,ask_price,7,1,{},1,0
6975,سعر الماك بوك إير m3,simple,ask_price,7,2,{},1,0
6976,الفستان السهرة الأحمر ده,simple,ask_price,5,1,{},1,0
6977,كام سعر حذاء نايكي الرياضي الأسود,simple,ask_price,6,0,{},1,0
6978,الفرن الكهربائي بوش بكام,simple,ask_price,5,1,{},1,0
6979,سعر بلايستيشن 5 الديجيتال كام,simple,ask_price,5,0,{},1,0
6980,تكلفة ساعة أبل الترا الجيل الثاني,simple,ask_price,7,1,{},1,0
6981,تيشيرت أديداس الأبيض مقاس l,simple,ask_price,6,1,{},1,0
6982,سعر الثلاجة إل جي بابين,simple,ask_price,6,1,{},1,0
6983,سعر الشاحن المتنقل أنكر,simple,ask_price,6,2,{},1,0
6984,سعر هاتف آيفون 15 برو ماكس 512 جيجا باللون الذهبي عرض خاص,complex,ask_price,14,2,{},1,0
6985,أرغب معرفة سعر لابتوب إتش سبيكتر x360 بمواصفات i7 و16 جيجا رام وشاشة لمس,complex,ask_price,16,2,{},1,0
6986,يكلف فستان سهرة أحمر طويل مقاس s المخمل,complex,ask_price,10,2,{},1,0
6987,سعر حذاء أديداس الرياضي الأبيض مقاس 43 خصم متوفر,complex,ask_price,14,5,{},1,0
6988,غسالة الصحون أريستون تتسع لـ 12 فرد وتوفر الماء,complex,ask_price,12,3,{},1,0
6989,يبلغ سعر حزمة بلايستيشن 5 لعبة سبايدر مان الأخيرة ويد تحكم إضافية,complex,ask_price,14,2,{},1,0
6990,أود الاستفسار سعر سماعات إيربودز برو الجيل الثاني خاصية إلغاء الضوضاء,complex,ask_price,13,2,{},1,0
6991,سعر جاكيت رجالي شتوي جلد أسود مقاس xl ماركة كولومبيا,complex,ask_price,12,2,{},1,0
6992,تكلفة مكنسة كهربائية دايسون اللاسلكية v15 detect الملحقات,complex,ask_price,12,4,{},1,0
6993,شاحن آيفون الأصلي السريع 20 واط وكفر 15 شفاف,complex,ask_price,11,1,{'آيفون': 2},1,1
6994,أريد مقارنة هاتف سامسونج وهاتف أبل,simple,compare_products,7,1,{},1,0
6995,قارن لابتوب ديل ولينوفو,simple,compare_products,6,2,{},1,0
6996,الفرق غسالة إل جي وغسالة سامسونج,simple,compare_products,8,2,{},1,0
6997,أيهما أفضل بلايستيشن 5 إكس بوكس سيريس,simple,compare_products,9,1,{},2,0
6998,مقارنة ساعة أبل وساعة هواوي الذكية,simple,compare_products,7,1,{},1,0
6999,أبغى أقارن حذاء نايكي وحذاء أديداس الرياضي,simple,compare_products,8,1,{},1,0
7000,الفروقات تابلت سامسونج وتابلت أبل,simple,compare_products,8,3,{},1,0
7001,قارن مكنسة دايسون ومكنسة هوفر الكهربائية,simple,compare_products,7,1,{},1,0
7002,أيهما أفضل قميص قطني الكتان,simple,compare_products,9,2,{'قميص': 2},2,1
7003,أقارن شاحن أنكر وشاحن بيلكن المتنقل,simple,compare_products,8,2,{},1,0
7004,أريد مقارنة تفصيلية هاتف آيفون 15 برو ماكس وهاتف سامسونج جالكسي s24 الترا الكاميرا والبطارية والأداء,complex,compare_products,19,3,{},1,0
7005,قارن لابتوب ديل xps 15 وماك بوك إير m3 الأداء والسعر وعمر البطارية,complex,compare_products,16,3,{},1,0
7006,الفروقات الرئيسية غسالة ملابس إل جي تحميل علوي وسامسونج أمامي بسعة 8 كيلو استهلاك الماء والكهرباء,complex,compare_products,21,4,{'تحميل': 2},1,1
7007,أيهما يوفر تجربة ألعاب أفضل بلايستيشن 5 إكس بوكس سيريس شاشة 4k ودعم الواقع الافتراضي,complex,compare_products,18,2,{'إكس': 2},2,1
7008,أريد مقارنة ساعات أبل الذكية الجيل 9 وهواوي ووتش gt 4 الميزات الصحية وعمر البطارية ودقة الشاشة,complex,compare_products,20,3,{},1,0
7009,قارن حذاء نايكي إير فورس 1 وحذاء أديداس سوبر ستار الأبيض مقاس 41 الراحة والمتانة,complex,compare_products,18,3,{},1,0
7010,الفروق المواصفات والأداء جهاز نينتندو سويتش oled وجهاز ستيم ديك المحمول,complex,compare_products,14,3,{},1,0
7011,أيهما أفضل للطهي اليومي فرن كهربائي بوش مدمج غاز أريستون بحجم كبير,complex,compare_products,14,1,{'فرن': 2},2,1
